53,4,10,8,10,10,10,0,10,2,10,0,10,1,21,5,21,5,21,5,21,12,10,3,21,5,21,4,10,8,10,10,10,1,21,4,10,1,21,5,21,12,10,1,53
53,5,29,5,30,26,25,5,28,26,27,5,31,5,23,5,21,5,21,5,21,5,28,26,19,5,21,5,31,5,30,26,27,5,23,5,31,5,21,5,23,5,29,5,53
53,5,21,6,10,9,21,5,21,12,10,0,10,2,10,3,21,5,21,5,21,5,21,12,10,1,21,4,10,2,10,8,10,0,10,2,10,1,21,4,10,1,21,5,53
53,5,22,26,25,5,23,5,21,5,29,5,28,26,26,26,19,5,21,5,21,5,23,5,29,5,23,5,30,26,25,5,29,5,30,26,27,5,21,5,29,5,23,5,53
53,4,10,9,21,4,10,1,21,5,21,5,21,12,10,10,10,3,21,5,21,6,10,1,21,4,10,2,10,9,21,5,21,6,10,10,10,1,21,5,21,6,10,3,53
53,5,29,5,23,5,29,5,23,5,21,5,21,5,30,26,26,26,17,5,22,26,25,5,21,5,30,26,27,5,23,5,20,26,26,26,27,5,23,5,22,26,26,26,49
53,5,21,4,10,1,21,4,10,1,21,5,21,4,10,8,10,9,21,4,10,9,21,5,21,4,10,10,10,2,10,1,21,12,10,8,10,0,10,2,10,10,10,9,53
53,5,21,5,31,5,23,5,29,5,23,5,21,5,31,5,29,5,23,5,31,5,23,5,23,5,28,26,26,26,27,5,21,5,31,5,31,5,30,26,26,26,27,5,53
53,5,21,4,10,2,10,1,21,6,10,1,21,4,10,1,21,4,10,0,10,2,10,2,10,3,21,12,10,8,10,3,21,4,10,2,10,2,10,10,10,8,10,1,53
53,5,23,5,30,26,27,5,22,26,27,5,21,5,29,5,23,5,31,5,30,26,24,26,26,26,19,5,31,5,30,26,19,5,28,26,26,26,26,26,27,5,31,5,53
53,4,10,0,10,8,10,2,10,8,10,1,21,5,21,6,10,0,10,0,10,9,21,12,10,8,10,2,10,0,10,8,10,1,21,12,10,8,10,8,10,0,10,1,53
53,5,31,5,29,5,30,26,27,5,29,5,23,5,22,26,27,5,31,5,31,5,23,5,29,5,30,26,27,5,29,5,31,5,23,5,29,5,31,5,31,5,31,5,53
53,6,10,3,21,6,10,10,10,3,21,6,10,2,10,10,10,2,10,2,10,2,10,3,21,6,10,10,10,3,21,6,10,2,10,3,21,6,10,2,10,2,10,3,53
54,58,58,58,50,58,58,58,58,58,50,58,58,58,58,58,58,58,58,58,58,58,58,58,50,58,58,58,58,58,50,58,58,58,58,58,50,58,58,58,58,58,58,58,51
